work_id,name,artist_id,style,museum_id
29916,"Compote of Peaches and Pears, with Pitchers, on a Table",659,Expressionism,35
126109,Dahlias,659,Expressionism,
126164,Flower Vase and Fruits,659,Expressionism,
126175,"In the Park, Edge of the Seine",659,Expressionism,
126186,Lady Reading,659,Expressionism,
126285,Old Lady in White Seated,659,Expressionism,
126230,Reading at the Garden,659,Expressionism,
29918,Renoir and His Model,659,Expressionism,35
29920,"Renoir Painting His Family in His Studio at 73 Rue De Caulaincourt, Paris",659,Expressionism,
126294,Roses in a Glass,659,Expressionism,
126120,Seated Woman,659,Expressionism,
126241,Still Life,659,Expressionism,
29922,Still Life with Fruit and Brioche,659,Expressionism,35
29924,Table Setting with Fruit,659,Expressionism,35
126263,"The Artist's Studio, A Still Life",659,Expressionism,
126252,The Artist's Studio,659,Expressionism,
126131,"The Bouquet (View from the Artist’s Studio, Paris)",659,Expressionism,
126197,"The Dock of Grenelle, Paris",659,Expressionism,
126153,Vase of Flower by the Window,659,Expressionism,
126274,Vase of Flowers and Fruits on the Table,659,Expressionism,
126142,White Vase with Flowers,659,Expressionism,
5093,"A River Landscape, Westphalia",712,American Landscape,
5095,"A Storm in the Rocky Mountains, Mt. Rosalie",712,American Landscape,
5097,A Wild Stallion,712,American Landscape,
5099,"Among the Sierra Nevada Mountains, California",712,American Landscape,
5101,Autumn Landscape,712,American Landscape,
5103,Beached Ship,712,American Landscape,
5105,California Spring,712,American Landscape,
5109,"Canadian Rockies, Lake Louise",712,American Landscape,35
185353,Canadian Rockies,712,American Landscape,
5111,"Cathedral Rocks, Yosemite Valley, California",712,American Landscape,
5115,Deer in a Field,712,American Landscape,
5113,Deer,712,American Landscape,
5117,"Estes Park, Colorado, Whyte's Lake",712,American Landscape,
5119,Farallon Island,712,American Landscape,
5121,Fishing Boats,712,American Landscape,
185266,Fishing Boats at Capri,712,American Landscape,
5125,Glen Ellis Falls,712,American Landscape,
5127,Hetch Hetchy Canyon,712,American Landscape,
5129,In the Foothills,712,American Landscape,
185308,In the High Mountains,712,American Landscape,
5133,In the Mountains,712,American Landscape,
5135,"In the Sierras, Lake Tahoe",712,American Landscape,
5137,Indian Canoe,712,American Landscape,
185317,Indian Encampment Evening,712,American Landscape,
5141,Indian Hunters in Canoe,712,American Landscape,
5143,Indians Spear Fishing,712,American Landscape,
5155,Lake Tahoe,712,American Landscape,
5161,"Liberty Cam, Yosemite",712,American Landscape,
5163,Light in the Forest,712,American Landscape,
5221,Bighorn Ram,712,American Landscape,
126522,"Against the Light, Algiers",559,Post-Impressionism,
126533,"Algiers, Gray Weather",559,Post-Impressionism,
126307,"Algiers, The City seen from the Heights",559,Post-Impressionism,
126324,"Algiers, View of Mustapha, Rain",559,Post-Impressionism,
129073,"Algiers, View of the Casbah",559,Post-Impressionism,
126335,"Amsterdam, Snow",559,Post-Impressionism,
128992,"Anglers, La Chaume",559,Post-Impressionism,
126346,"Arcueil, the Factory and the Aqueduct",559,Post-Impressionism,
128791,Ares,559,Post-Impressionism,
126357,"Audierne, The Tonneaux",559,Post-Impressionism,
128800,"Banks of the Seine, Paris",559,Post-Impressionism,
126401,"Bassin du Roy (Le Havre, France, Normandy)",559,Post-Impressionism,
126368,Bay of Algiers View of El-Biar,559,Post-Impressionism,
126379,Boats in Ciboure,559,Post-Impressionism,
126390,"Boats in Collioure, Gray Weather",559,Post-Impressionism,
126434,Boats in the Port,559,Post-Impressionism,
126423,Boats in Triel,559,Post-Impressionism,
126489,Breeze in Porquerolles,559,Post-Impressionism,
126500,Calm Flat,559,Post-Impressionism,
128836,Cargo at Dock,559,Post-Impressionism,
126511,Cargo Leaving the Port,559,Post-Impressionism,
128307,Clouds and Smoke,559,Post-Impressionism,
128615,Cloudy Weather in Algiers,559,Post-Impressionism,
126555,"Crans-sur-Sierre, Sledding",559,Post-Impressionism,
126566,Cypress and Trees in Bloom,559,Post-Impressionism,
127545,Daisies,559,Post-Impressionism,
126577,Davos Under the Snow,559,Post-Impressionism,
128461,"Dock of Bourbon, Paris",559,Post-Impressionism,
128472,"Dock of Grands Augustins, Paris",559,Post-Impressionism,
128483,"Dock of Grands-Augustins, Under the Snow",559,Post-Impressionism,
25861,Burkhard of Speyer,548,Renaissance,
25863,Christ Among the Doctors,548,Renaissance,56
25869,Lot and His Daughters,548,Renaissance,46
25871,Madonna and Child (Haller Madonna),548,Renaissance,46
25873,Penitent Saint Jerome,548,Renaissance,47
25875,Portrait of a Clergyman,548,Renaissance,46
25879,"Portrait of a Woman, Said to Be Caritas Pirckheimer",548,Renaissance,35
25882,Portrait of a Young Venetian Woman,548,Renaissance,
25884,Portrait of Barbara Durer,548,Renaissance,
25888,Portrait of Durer's Father at 70,548,Renaissance,47
25890,Portrait of Emperor Maximillian I,548,Renaissance,
25892,Portrait of Hieronymus Holzschuher,548,Renaissance,
25894,Portrait of Jakob Muffel,548,Renaissance,
25900,Self-Portrait,548,Renaissance,
25902,Self-Portrait in a Fur Coat,548,Renaissance,
25904,Self-Portrait with Gloves,548,Renaissance,50
25906,St. Anne with the Virgin and Child,548,Renaissance,35
25908,The Virgin and Child (The Madonna with the Iris),548,Renaissance,47
25910,The Virgin Mary in Prayer,548,Renaissance,
25912,Vanitas,548,Renaissance,
25914,Virgin and Child,548,Renaissance,
23540,Albayde,501,Classicism,
23542,Birth of Venus,501,Classicism,49
23544,Echo,501,Classicism,35
23546,La Chiaruccia,501,Classicism,
23548,Napoleon III,501,Classicism,
23550,Olivia Peyton Murray Cutting,501,Classicism,
23552,Portrait of Alfred Bruyas,501,Classicism,
23554,Portrait of an Arab,501,Classicism,
23556,Portrait of Catharine Lorillard Wolfe,501,Classicism,35
23558,Rebecca et Eliezer,501,Classicism,
23560,Saint Jean-Baptiste,501,Classicism,
23562,The Governess,501,Classicism,67
23564,The Roman Monk,501,Classicism,
29948,Head of a Woman,708,Expressionism,
29950,Head of a Young Man (Called Hercules),708,Expressionism,
29952,Hills,708,Expressionism,
29954,Mediterranean Coast,708,Expressionism,
29956,Schokko,708,Expressionism,
29958,Solitude,708,Expressionism,
29960,Spaneteru Mit Roten Schal,708,Expressionism,
29962,Still Life with Vase and Jug,708,Expressionism,
29964,Young Girl with a Flowered Hat,708,Expressionism,
28801,Rye,808,,
28803,The Perchorskiy Cloister Near Nizniy Novgorod,808,,
28805,The Rooks Have Returned,808,,
28807,Winter,808,,
22578,A Girl,534,Avant-Garde,
22579,Abstract Portrait,534,Avant-Garde,
22580,Abstract Still Life,534,Avant-Garde,
22581,Cubist Still Life,534,Avant-Garde,
22582,Cubist Twin Heads,534,Avant-Garde,
22583,Eugenia,534,Avant-Garde,
22584,Fauve Landscape with Rolling Hills,534,Avant-Garde,
22585,Figure in Landscape,534,Avant-Garde,
195399,Figure on Bench,534,Avant-Garde,51
22586,Flappers,534,Avant-Garde,
22587,Floral Still Life,534,Avant-Garde,
22588,Flowers in a Vase,534,Avant-Garde,
22589,Four Sisters,534,Avant-Garde,
22590,Head of a Girl,534,Avant-Garde,
195446,Hills,534,Avant-Garde,51
22591,La Dame en Blanc,534,Avant-Garde,
22592,Landscape,534,Avant-Garde,
22593,Landscape II,534,Avant-Garde,
22594,Landscape III,534,Avant-Garde,
22595,Landscape of Provence,534,Avant-Garde,
195410,Landscape with House,534,Avant-Garde,51
22596,Landscape with Trees (Marlboro Landscape),534,Avant-Garde,
22597,Landscape with Two Trees,534,Avant-Garde,
22598,Marlboro Landscape (House in Hills),534,Avant-Garde,
22599,Nude Reading,534,Avant-Garde,
22600,Portrait of a Woman,534,Avant-Garde,
22601,Portrait of a Young Girl,534,Avant-Garde,
22602,Standing Female Nude,534,Avant-Garde,
22603,Still Life,534,Avant-Garde,
195421,Still Life,534,Avant-Garde,51
6877,A Corner of Wood in the Sablons,573,Impressionism,49
209013,A Path at Les Sablons,573,Impressionism,
208485,A Turn in the Road,573,Impressionism,68
6713,Abandoned House,573,Impressionism,
6715,"Among the Vines, Louveciennes",573,Impressionism,
6879,An Evening in Moret,573,Impressionism,
6717,Aqueduct at Marly,573,Impressionism,
6719,"Autumn, Banks of the Seine Near Bougival",573,Impressionism,
6723,"Banks of the Loing, Autumn Effect",573,Impressionism,
208575,Banks of the Loing River,573,Impressionism,67
6725,"Banks of the Loing, Saint-Mammès",573,Impressionism,
6721,Banks of the Loing,573,Impressionism,
6727,Boat in the Flood at Port Marly,573,Impressionism,49
6729,Bougival,573,Impressionism,
208553,Bridge at Moret-sur-Loing,573,Impressionism,67
6731,"Cabins Along the Loing Canal, Sunlight Effect",573,Impressionism,
6737,Early Snow at Louveciennes,573,Impressionism,
6739,El Camino de Montbuisson in Louveciennes,573,Impressionism,
6735,Farmyard in Saint-Mammès,573,Impressionism,49
6743,Flood at Port-Marly,573,Impressionism,56
6747,"Foggy Morning, Voisins",573,Impressionism,49
6749,Footbridge at Argenteuil,573,Impressionism,49
6751,Garden Path in Louveciennes,573,Impressionism,
6753,Horses Being Watered at Marly-le-Roi,573,Impressionism,
6755,June Morning in Saint-Mammès,573,Impressionism,
6757,"La Grande-Rue, Argenteuil",573,Impressionism,
6765,"Lady's Cove, Langland Bay, Le Matin",573,Impressionism,
208530,Landscape along the Seine with the Institut de France and the Pont des Arts,573,Impressionism,68
6767,Landscape at Louveciennes,573,Impressionism,
6771,Landscape (Spring at Bougival),573,Impressionism,67
23392,A Cloudy Day,610,American Landscape,
185403,A Fair Day on the Coast,610,American Landscape,
185411,"A Summer Day at the Seashore, New England",610,American Landscape,
185659,A Woodland Stream,610,,
185419,After the Storm,610,American Landscape,
185427,Afternoon by the Ocean,610,American Landscape,
185435,Afternoon on the Hudson,610,American Landscape,
185451,"Afternoon, Southampton Beach",610,American Landscape,
185443,Afternoon Surf,610,American Landscape,
185459,Along the Shore,610,American Landscape,
185362,"At Mount Desert Island, Maine",610,American Landscape,
185666,"Autumn Mist, Lake George",610,American Landscape,
185467,"Beach at Little Boar's Head, New Hampshire",610,American Landscape,
23394,"Blue Point, Long Island",610,American Landscape,
23396,Boating in the Afternoon,610,American Landscape,
185673,Breaking Waves,610,American Landscape,
23398,"Brundith Head, Grand Manan",610,American Landscape,
185475,"Cliff Island, Maine",610,American Landscape,
185483,Coastal Scene,610,American Landscape,
23400,Drifting,610,American Landscape,
185491,"Eagle Head, Manchester by the Sea",610,American Landscape,
185499,Evening's Glow,610,American Landscape,
185389,"Gathering Water Lilies at Curzon's Mills, Newburyport, Massachusetts",610,American Landscape,
185371,Grand Manaan,610,American Landscape,
185507,Grand Manan,610,American Landscape,
185515,Hazy Coast,610,American Landscape,
185680,"Indian Summer, Massachusetts",610,American Landscape,
185687,Lake George,610,American Landscape,
185694,Lake George,610,American Landscape,
185555,Along the Maine Coast,610,American Landscape,60
21100,A Chilly Morning in Luxembourg,823,Cubism,
21102,A Concert in the Garden,823,Cubism,
21104,A Festive Evening,823,Cubism,
21106,A Steep Slope in the Vineyards,823,Cubism,
21108,Afternoon Tea,823,Cubism,
21110,Archers,823,Cubism,30
21112,Arthur Honegger with &quot;King David&quot;,823,Cubism,
21114,At Leisure,823,Cubism,
21116,At the Ball,823,Cubism,
21118,Bacchanale Among the Rocks,823,Cubism,
21120,Bathers with Birds,823,Cubism,
21122,Beauties Fancy,823,Cubism,
21124,Beyond the Radiant Valley,823,Cubism,
21126,"Borghese Gardens No.1, Water Fountain",823,Cubism,
21128,Cemetery,823,Cubism,
21130,Country Memories,823,Cubism,
21132,Dancer at the Palais,823,Cubism,
21134,Dancers,823,Cubism,
21136,Dimanche,823,Cubism,
21138,Dukas Etude,823,Cubism,
21140,Equestrian Fantasy with Pink Lady,823,Cubism,
21144,Flowers and Figures II,823,Cubism,
21142,Flowers and Figures,823,Cubism,
21146,Fountain in a Garden of Rome,823,Cubism,
21148,Geneva Harbor,823,Cubism,
21150,Hands and Fruits,823,Cubism,
21152,Happy Omen,823,Cubism,
21154,Henry Spiess,823,Cubism,
21156,Horses,823,Cubism,
21158,In the Chapel,823,Cubism,
21160,Intermission Portrait of Jeanne Beillehacheo,823,Cubism,
21162,"Italian Landscape II, Market in Verona",823,Cubism,
21164,Italian Landscape IV,823,Cubism,
21168,Joy in the Forest II,823,Cubism,
21170,Joy in the Forest III,823,Cubism,
21166,Joy in the Forest,823,Cubism,
21172,Land of the Vineyards,823,Cubism,
21174,Landscape,823,Cubism,
21176,Landscape at Orsay,823,Cubism,
21178,Landscape of Jorat,823,Cubism,
21180,Marval at the Van Dongen's Masked Ball,823,Cubism,
21184,My Portrait II,823,Cubism,
21182,My Portrait,823,Cubism,
21186,Nude with Red Hair,823,Cubism,
21188,Orchard (Ursenbach),823,Cubism,
21192,Pear Tree II,823,Cubism,
21190,Pear Tree,823,Cubism,
21194,Pink Spring,823,Cubism,
21196,Playing with a Fan,823,Cubism,
21198,Portrait of a Young Man,823,Cubism,
21200,Portrait of Madame Hodler,823,Cubism,
21202,Portrait of Mlle. Madeleine de Cerenville,823,Cubism,
21204,Portrait of My Mother,823,Cubism,
21206,Portrait of Pernette (Simone Schule),823,Cubism,
21208,Raymonde Naville,823,Cubism,
21210,"Reading in the Garden, Portrait of Albert Rheinwald",823,Cubism,
21212,Roulotte Joyeuse,823,Cubism,
21214,Self-Portrait,823,Cubism,
21218,Skating in the Bois de Boulogne II,823,Cubism,
21216,Skating in the Bois de Boulogne,823,Cubism,
24383,A Chalupa,800,Cubism,
24385,A Mulher,800,Cubism,
24387,A Poem in Colour,800,Cubism,
24389,Cavaquinho,800,Cubism,
24391,Corpus Christi Procession,800,Cubism,
24393,Crime Blue Abyss Physical Remorse,800,Cubism,
24395,Deaf Music,800,Cubism,
24397,Greyhounds,800,Cubism,
24399,Instrument's Life,800,Cubism,
24401,Interior Things's Expression,800,Cubism,
24403,Les Cavaliers,800,Cubism,
24405,Manhufe Landscape,800,Cubism,
24407,Metallic Vibrations,800,Cubism,
24409,Paysage Cubiste,800,Cubism,
24411,Pelas Janelas,800,Cubism,
24413,Popular Song and the Brazil Bird,800,Cubism,
24415,Promontory Head Indigo Seas of Ossian Rose Orange,800,Cubism,
24417,Smoker with a Cigarette Holder,800,Cubism,
24419,Steel Mask,800,Cubism,
24421,The Green Eye Mask Head,800,Cubism,
24423,The Leap of the Rabbit,800,Cubism,68
24425,"The Little Bright House, Landscape",800,Cubism,
24427,Trou de la Serrure-Viola,800,Cubism,
24429,Untitled,800,Cubism,
24431,Untitled II,800,Cubism,
24433,Untitled (Cash Register),800,Cubism,
24435,Untitled (Coty),800,Cubism,
24437,Untitled (Ponte),800,Cubism,
24439,Windmills Telegraph Wire,800,Cubism,
135364,Bouquet of Flowers in a Glass Vase,777,Rococo,
25499,Bouquet of Flowers on a Ledge,777,Rococo,60
25501,Flower Still Life,777,Rococo,55
135373,Flowers in a Berkemeier Glass on a Stone Ledge,777,Rococo,
135382,Flowers in a Glass Vase,777,Rococo,
135355,Fruit in a Wicker Basket with a Lizard and a Red Admiral Butterfly on a Stone Ledge,777,Rococo,
135346,Fruit Still Life with Shells,777,Rococo,
135324,Semper Augustus Tulips in a Wan-Li Vase,777,Rococo,
135391,Still Life with Flowers,777,Rococo,
135335,"Tulips, Roses, Bluebells, Narcissus Tortuosis",777,Rococo,
6893,A Reclining Nude,831,Expressionism,36
6895,"Adrienne, Woman with Bangs",831,Expressionism,46
6899,Alice,831,Expressionism,
6901,Andre Rouveyre,831,Expressionism,
6903,Antonia,831,Expressionism,
6905,Beatrice Hastings Assise,831,Expressionism,
6907,Blaise Cendrars,831,Expressionism,
6909,Boy in a Striped Sweater,831,Expressionism,35
197821,Boy in Sailor Suit,831,Expressionism,51
6911,Boy in Short Pants,831,Expressionism,
6927,Boy in the Blue Jacket,831,Expressionism,61
6913,Bride and Groom (The Newlyweds),831,Expressionism,30
6915,Cafe´ Singer,831,Expressionism,46
7818,Caryatid,831,Expressionism,
6917,Chaim Soutine,831,Expressionism,46
6919,Christina,831,Expressionism,
197866,Cypresses and Houses at Cagnes,831,Expressionism,51
6949,Dark Haired Girl,831,Expressionism,
6921,Elena Pavlowski,831,Expressionism,
6925,Flower Vendor,831,Expressionism,35
6929,Girl in a Green Blouse,831,Expressionism,46
6977,Girl in Yellow Dress,831,Expressionism,
6979,Girl with Blouse,831,Expressionism,
6981,Girl with Hat,831,Expressionism,
6931,Girl with Polka-Dot Blouse,831,Expressionism,51
6933,Gypsy Woman with Baby (Jacques Villon),831,Expressionism,46
6935,Jacques and Berthe Lipchitz,831,Expressionism,68
6939,Jeanne Hebuterne in a Black Hat,831,Expressionism,
6941,Jeanne Hebuterne in a Hat,831,Expressionism,
6937,Jeanne Hebuterne,831,Expressionism,61
29612,A Nude Standing,855,Realism,
29614,A Toast in Idun,855,Realism,
29616,After the Bath,855,Realism,
29618,Ambassador David Jayne Hill,855,Realism,
29620,Archipelago Flower,855,Realism,
29622,Banker Ludvig Arosenius,855,Realism,
29624,Castles in the Air,855,Realism,
29626,Dagmar,855,Realism,
29628,Dalecarlian Girl From Rattvik,855,Realism,
29630,Frileuse,855,Realism,
29632,Girl Playing Mandolin,855,Realism,
29634,Grover Cleveland,855,,
29636,Hugo Reisinger,855,Realism,46
29638,In Gopsmor,855,Realism,
29640,In Scotland (Mrs. Symons),855,Realism,
29642,In the Skerries,855,Realism,
29644,In Werner's Rowing Boat,855,Realism,
29646,Isabella Stewart Gardner in Venice,855,Realism,
29648,Jollen,855,Realism,
29650,Lace Making in Venice,855,Realism,
29652,Lady with Fur Cape,855,Realism,
29654,Landscape From Gopsmor,855,Realism,
29656,Man and Boy in Algiers,855,Realism,
29658,Margit,855,Realism,
29660,Martha Dana,855,Realism,
29662,Mathilde,855,Realism,
29664,Midnight,855,Realism,
29666,Night Effect,855,Realism,
29668,Nude in Fire Light,855,Realism,
29670,Nudes,855,Realism,
29672,Omnibus,855,Realism,
29674,Oscar II,855,Realism,
29676,Port of Hamburg,855,Realism,
29678,Portrait of Emma Zorn,855,Realism,
29680,Portrait of Franz Heiss,855,Realism,
29682,Portrait of Frieda Schiff,855,Realism,35
29684,Portrait of Lisen Lamm,855,Realism,
29686,Portrait of Martha Marckwald,855,Realism,
29688,Potatiskitteln,855,Realism,
29690,Queen Sophia,855,Realism,
29692,Red Sand,855,Realism,
29694,Rocks at Dalaro II,855,Realism,
29696,Rod Strumpa,855,Realism,
29698,Self-Portrait,855,Realism,
29700,Self-Portrait in a Wolfskin,855,Realism,
29702,Sommervergnugen,855,Realism,
29704,Summer,855,Realism,
29706,Sun in the Forest,855,Realism,
29708,Sunday Morning,855,Realism,
29710,The Girl From Alvdalen,855,Realism,
29712,The Hinds,855,Realism,
29714,The Love Nymph,855,Realism,
29716,The Misses Salomon,855,Realism,
29718,Wet,855,Realism,
29720,Wife of President Grover Cleveland,855,Realism,
29722,William Howard Taft,855,Realism,
29724,Woman Getting Dressed,855,Realism,
182116,Baigneuses,694,Fauvism,
182134,"Bateau sur La Seine, Environs de Paris",694,Fauvism,31
182145,Bateaux a Collioure,694,Fauvism,
182354,Bateaux au Port de Collioure,694,Fauvism,
182156,Bateaux sur la Plage a Collioure,694,Fauvism,
182167,Bords de Riviere,694,Fauvism,
182365,Bords de Seine a Carrie`res-sur-Seine,694,Fauvism,
182376,Buste de Femme au Chale,694,Fauvism,
25595,Charing Cross Bridge,694,Fauvism,49
182178,Chemin Anime´ aux Lecques,694,Fauvism,
182442,Etude Pour L'Age d'Or,694,Fauvism,
25597,"Fishing Boats, Collioure",694,Fauvism,35
25599,Girl in Black,694,Fauvism,34
182189,La Jette a L'Estaque,694,Fauvism,
182200,La Vallee du Lot,694,Fauvism,
25601,Landscape with a Boat at the Bank,694,Fauvism,34
182451,L'Église de Cre´cy-en-Brie,694,Fauvism,
182211,Les Voiles Rouges,694,Fauvism,
25603,Martigues Harbour in Province,694,Fauvism,34
25605,Moise Kisling,694,Fauvism,35
25607,Mountain Road,694,Fauvism,34
182233,Nature Morte,694,Fauvism,
182125,Nature Morte a la Table,694,Fauvism,
182387,Nature Morte au Pot Bleu,694,Fauvism,
182222,Nature Morte aux Fruits,694,Fauvism,
182398,Nu Assis,694,Fauvism,
182409,Paysage a Montreuil sur Mer,694,Fauvism,
182255,Paysage aux Environs de Chatou,694,Fauvism,
182244,Paysage aux Environs de Chatou,694,Fauvism,36
182266,Paysage de L'Ile de France,694,Fauvism,
156969,Adoration of the Magi,793,Renaissance,55
168278,La Parnasse,793,Renaissance,55
192348,Portrait of Cardinal Lodovico Trevisano,793,Renaissance,
29762,Annunciation,555,Realism,
29764,Birds No. 4,555,Realism,
29766,Boy with Fruits,555,Realism,
175506,Desnudo,555,Realism,
29768,Futbol Players,555,Realism,
29770,Lady with Futbol,555,Realism,
175496,Landscape in Provence,555,Realism,
175451,L'E´te,555,Realism,
175460,Nature Morte a la Theiere,555,Realism,
175469,Nature Morte aux Bouteilles,555,Realism,
29772,Nude Leaning on Chair,555,Realism,
29774,Portrait of a Lady,555,Realism,
29776,Portrait of Jeannette Ivanoff,555,Realism,
29778,Portrait of Juan Ramon Jimenez,555,Realism,
175478,Remate de Cabeza,555,Realism,
29780,Self-Portrait with Jeannette,555,Realism,
175438,Still Life,555,Realism,
29784,Still Life with a Violin,555,Realism,
175487,Still Life with Cactus,555,Realism,
29786,Still Life with Flower Pot,555,Realism,
29788,Still Life with Lemons and Tapioca,555,Realism,
29790,Summer Landscape,555,Realism,
29792,The Gift,555,Realism,
29794,Three Futbol Players,555,Realism,
29796,Votive Offering (Saint Sebastian),555,Realism,
176823,"A Bust of Minerva, Armour, Muskets, A Drum, A Standard, the Baton of Command all on a Stone Ledge",896,Rococo,
176833,A Hound with Dead Game in a Landscape,896,Rococo,
122099,"A Still Life of Mackerel Glassware, a Loaf of Bread and Lemons on a Table",896,Rococo,35
