work_id,size_id,sale_price,regular_price
147753,2430,305,495
147753,2632,325,535
147753,2936,375,635
147753,3040,405,695
147753,3648,495,875
147753,4860,675,1235
147753,5468,805,1495
147764,1620,215,355
147764,2024,245,415
147764,2430,285,495
147764,2632,305,535
147764,2936,355,635
147764,3040,385,695
147764,3648,475,875
147764,4860,655,1235
147764,5468,785,1495
147815,3629,385,625
147815,4030,455,685
147815,4836,545,865
147815,6048,725,1225
147815,6854,855,1485
147797,1624,235,395
147797,2030,275,475
147797,2436,315,555
147797,3046,405,735
147797,3654,515,955
147797,4060,585,1095
147797,4872,745,1415
147806,2436,315,555
147806,3046,405,735
147806,3654,515,955
147806,4060,585,1095
147806,4872,745,1415
147775,1620,215,355
147775,2024,245,415
147775,2430,285,495
147775,2632,305,535
147775,2936,355,635
147775,3040,385,695
147775,3648,475,875
147775,4860,655,1235
147775,5468,785,1495
147786,1620,215,355
147786,2024,245,415
147786,2430,285,495
147786,2632,305,535
147786,2936,355,635
147786,3040,385,695
147786,3648,475,875
147786,4860,655,1235
147786,5468,785,1495
24536,1620,215,365
24536,2024,245,425
24536,2430,285,505
24536,2632,305,545
24536,2936,355,645
24536,3040,385,705
24536,3648,475,885
24536,4860,655,1245
24536,5468,785,1505
122171,1620,215,365
122171,2024,245,425
122171,2430,285,505
122171,2632,305,545
122171,2936,355,645
122171,3040,385,705
122171,3648,475,885
122171,4860,655,1245
122171,5468,785,1505
122182,1620,215,365
122182,2024,245,425
122182,2430,285,505
122182,2632,305,545
122182,2936,355,645
122182,3040,385,705
122182,3648,475,885
122182,4860,655,1245
122182,5468,785,1505
122193,1620,215,365
122193,2024,245,425
122193,2430,285,505
122193,2632,305,545
122193,2936,355,645
122193,3040,385,705
122193,3648,475,885
122193,4860,655,1245
122193,5468,785,1505
122204,1620,215,365
122204,2024,245,425
122204,2430,285,505
122204,2632,305,545
122204,2936,355,645
122204,3040,385,705
122204,3648,475,885
122204,4860,655,1245
122204,5468,785,1505
122215,1624,235,385
122215,2030,275,465
122215,2436,315,545
122215,3046,405,725
122215,3654,515,945
122215,4060,585,1085
122215,4872,745,1405
122224,2436,345,545
122224,3046,435,725
122224,3654,545,945
122224,4060,615,1085
122224,4872,775,1405
194065,5468,785,1495
194065,4860,655,1235
194065,3648,475,875
194065,3040,385,695
194065,2936,355,635
194065,2632,305,535
194065,2430,285,495
194074,36,125,125
194074,30,95,95
194074,24,85,85
194074,5468,785,1495
194074,4860,655,1235
194074,3648,475,875
194074,3040,385,695
194074,2936,355,635
194074,2632,305,535
194074,2430,285,495
194148,40,145,145
194148,36,125,125
194148,30,95,95
194148,3629,395,645
194148,4030,425,705
194148,4836,515,885
194148,6048,695,1245
194148,6854,825,1505
194130,5468,875,1495
194130,4860,745,1235
194130,3648,565,875
194130,3040,475,695
194130,2936,445,635
194121,36,125,125
194121,30,95,95
194121,5468,805,1495
194121,4860,675,1235
194121,3648,495,875
194121,3040,405,695
194121,2936,375,635
194083,5468,785,1495
194083,4860,655,1235
194083,3648,475,875
194083,3040,385,695
194083,2936,355,635
194083,2632,305,535
194083,2430,285,495
194092,5468,785,1495
194092,4860,655,1235
194092,3648,475,875
194092,3040,385,695
194092,2936,355,635
194092,2632,305,535
194092,2430,285,495
194101,36,125,125
194101,30,95,95
194101,24,85,85
194101,5468,785,1495
194101,4860,655,1235
194101,3648,475,875
194101,3040,385,695
194101,2936,355,635
194101,2632,305,535
194101,2430,285,495
194155,36,125,125
194155,30,95,95
194155,4030,485,705
194155,4836,575,885
194155,6048,755,1245
194155,6854,885,1505
194110,5468,785,1495
194110,4860,655,1235
194110,3648,475,875
194110,3040,385,695
194110,2936,355,635
194110,2632,305,535
194110,2430,285,495
194162,40,145,145
194162,36,125,125
194162,30,95,95
194162,4030,485,705
194162,4836,575,885
194162,6048,755,1245
194162,6854,885,1505
194169,36,125,125
194169,30,95,95
194169,4030,485,705
194169,4836,575,885
194169,6048,755,1245
194169,6854,885,1505
194176,40,145,145
194176,30,95,95
194176,36,125,125
160228,24,85,85
160228,30,95,95
160236,24,85,85
160236,30,95,95
160244,24,85,85
160244,30,95,95
160252,24,85,85
160252,30,95,95
160260,24,75,75
160260,30,95,95
160268,24,85,85
160268,30,95,95
125752,30,95,95
125752,24,85,85
125752,3024,305,535
125752,3226,325,575
125752,3629,375,675
125752,4030,405,735
125752,4836,495,915
125752,6048,675,1275
125752,6854,805,1535
125818,30,95,95
125818,24,85,85
125818,3624,335,595
125818,4630,425,775
125818,5436,535,995
125818,6040,605,1135
125818,7248,765,1455
23448,20,75,75
23448,24,85,85
23448,30,95,95
23448,3024,305,535
23448,3226,325,575
23448,3629,375,675
23448,4030,405,735
23448,4836,495,915
23448,6048,675,1275
23448,6854,805,1535
125763,30,95,95
125763,24,85,85
125763,3024,305,535
125763,3226,325,575
125763,3629,375,675
125763,4030,405,735
125763,4836,495,915
125763,6048,675,1275
125763,6854,805,1535
125774,30,95,95
125774,24,85,85
125774,3024,305,535
125774,3226,325,575
125774,3629,375,675
125774,4030,405,735
125774,4836,495,915
125774,6048,675,1275
125774,6854,805,1535
125785,30,95,95
125785,24,85,85
125785,3024,305,535
125785,3226,325,575
125785,3629,375,675
125785,4030,405,735
125785,4836,495,915
125785,6048,675,1275
125785,6854,805,1535
125796,3629,395,675
125796,4030,425,735
125796,4836,515,915
125796,6048,695,1275
125796,6854,825,1535
125807,3024,305,535
125807,3226,325,575
125807,3629,375,675
125807,4030,405,735
125807,4836,495,915
125807,6048,675,1275
125807,6854,805,1535
24532,3624,315,565
24532,4630,405,745
24532,5436,515,965
24532,6040,585,1105
24532,7248,745,1425
124470,30,95,95
124470,24,85,85
124470,20,75,75
124470,3624,315,565
124470,4630,405,745
124470,5436,515,965
124470,6040,585,1105
124470,7248,745,1425
124479,3624,315,565
124479,4630,405,745
124479,5436,515,965
124479,6040,585,1105
124479,7248,745,1425
124488,3624,315,565
124488,4630,405,745
124488,5436,515,965
124488,6040,585,1105
124488,7248,745,1425
124497,3624,315,565
124497,4630,405,745
124497,5436,515,965
124497,6040,585,1105
124497,7248,745,1425
124506,3624,315,565
124506,4630,405,745
124506,5436,515,965
124506,6040,585,1105
124506,7248,745,1425
124515,30,95,95
124515,24,85,85
124515,3624,315,565
124515,4630,405,745
124515,5436,515,965
124515,6040,585,1105
124515,7248,745,1425
124524,30,95,95
124524,24,85,85
124524,3624,315,565
124524,4630,405,745
124524,5436,515,965
124524,6040,585,1105
124524,7248,745,1425
124533,30,95,95
124533,24,85,85
124533,3624,315,565
124533,4630,405,745
124533,5436,515,965
124533,6040,585,1105
124533,7248,745,1425
124542,3624,315,565
124542,4630,405,745
124542,5436,515,965
124542,6040,585,1105
124542,7248,745,1425
124551,3624,315,565
124551,4630,405,745
124551,5436,515,965
124551,6040,585,1105
124551,7248,745,1425
124560,3624,315,565
124560,4630,405,745
124560,5436,515,965
124560,6040,585,1105
124560,7248,745,1425
124569,3624,315,565
124569,4630,405,745
124569,5436,515,965
124569,6040,585,1105
124569,7248,745,1425
124578,3624,315,565
124578,4630,405,745
124578,5436,515,965
124578,6040,585,1105
124578,7248,745,1425
124587,3624,315,565
124587,4630,405,745
124587,5436,515,965
124587,6040,585,1105
124587,7248,745,1425
135881,30,95,95
135881,24,85,85
135881,2430,305,545
135881,2632,325,585
135881,2936,375,685
135881,3040,405,745
135881,3648,495,925
135881,4860,675,1285
135892,2430,305,545
135892,2632,325,585
135892,2936,375,685
135892,3040,405,745
135892,3648,495,925
135892,4860,675,1285
135892,5468,805,1545
135903,2430,305,545
135903,2632,325,585
135903,2936,375,685
135903,3040,405,745
135903,3648,495,925
135903,4860,675,1285
135903,5468,805,1545
135914,2430,305,545
135914,2632,325,585
135914,2936,375,685
135914,3040,405,745
135914,3648,495,925
135914,4860,675,1285
135914,5468,805,1545
135925,2430,305,545
135925,2632,325,585
135925,2936,375,685
135925,3040,405,745
135925,3648,495,925
135925,4860,675,1285
135925,5468,805,1545
135936,2430,305,545
135936,2632,325,585
135936,2936,375,685
135936,3040,405,745
135936,3648,495,925
135936,4860,675,1285
135936,5468,805,1545
135947,30,95,95
135947,24,85,85
135947,2430,305,545
135947,2632,325,585
135947,2936,375,685
135947,3040,405,745
135947,3648,495,925
135947,4860,675,1285
135947,5468,805,1545
135958,2430,305,545
135958,2632,325,585
135958,2936,375,685
135958,3040,405,745
135958,3648,495,925
135958,4860,675,1285
135958,5468,805,1545
31780,36,10,125
31780,30,10,95
31780,2436,345,605
31780,3046,435,785
31780,3654,545,1005
31780,4060,615,1145
31780,4872,775,1465
135969,2430,305,545
135969,2632,325,585
135969,2936,375,685
135969,3040,405,745
135969,3648,495,925
135969,4860,675,1285
135969,5468,805,1545
31778,2430,305,545
31778,2632,325,585
31778,2936,375,685
31778,3040,405,745
31778,3648,495,925
31778,4860,675,1285
31778,5468,805,1545
135980,2430,305,545
135980,2632,325,585
135980,2936,375,685
135980,3040,405,745
135980,3648,495,925
135980,4860,675,1285
135980,5468,805,1545
147731,1620,235,355
147731,2024,265,415
147731,2430,305,495
147731,2632,325,535
147731,2936,375,635
147731,3040,405,695
147731,3648,495,875
147731,4860,675,1235
147731,5468,805,1495
147742,1620,215,355
147742,2024,245,415
147742,2430,285,495
147742,2632,305,535
147742,2936,355,635
147742,3040,385,695
147742,3648,475,875
147742,4860,655,1235
147742,5468,785,1495
147753,1620,235,355
147753,2024,265,415
147753,2430,305,495
147753,2632,325,535
147753,2936,375,635
147753,3040,405,695
147753,3648,495,875
147753,4860,675,1235
147753,5468,805,1495
147764,1620,215,355
147764,2024,245,415
147764,2430,285,495
147764,2632,305,535
147764,2936,355,635
147764,3040,385,695
147764,3648,475,875
147764,4860,655,1235
147764,5468,785,1495
147815,3629,385,625
147815,4030,455,685
147815,4836,545,865
147815,6048,725,1225
147815,6854,855,1485
147797,1624,235,395
147797,2030,275,475
147797,2436,315,555
147797,3046,405,735
147797,3654,515,955
147797,4060,585,1095
147797,4872,745,1415
147806,2436,315,555
147806,3046,405,735
147806,3654,515,955
147806,4060,585,1095
147806,4872,745,1415
147775,1620,215,355
147775,2024,245,415
147775,2430,285,495
147775,2632,305,535
147775,2936,355,635
147775,3040,385,695
147775,3648,475,875
147775,4860,655,1235
147775,5468,785,1495
147786,1620,215,355
147786,2024,245,415
147786,2430,285,495
147786,2632,305,535
147786,2936,355,635
147786,3040,385,695
147786,3648,475,875
147786,4860,655,1235
147786,5468,785,1495
24536,1620,215,365
24536,2024,245,425
24536,2430,285,505
24536,2632,305,545
24536,2936,355,645
24536,3040,385,705
24536,3648,475,885
24536,4860,655,1245
24536,5468,785,1505
122171,1620,215,365
122171,2024,245,425
122171,2430,285,505
122171,2632,305,545
122171,2936,355,645
122171,3040,385,705
122171,3648,475,885
122171,4860,655,1245
122171,5468,785,1505
122182,1620,215,365
122182,2024,245,425
122182,2430,285,505
122182,2632,305,545
122182,2936,355,645
122182,3040,385,705
122182,3648,475,885
122182,4860,655,1245
122182,5468,785,1505
122193,1620,215,365
122193,2024,245,425
122193,2430,285,505
122193,2632,305,545
122193,2936,355,645
122193,3040,385,705
122193,3648,475,885
122193,4860,655,1245
122193,5468,785,1505
122204,1620,215,365
122204,2024,245,425
122204,2430,285,505
122204,2632,305,545
122204,2936,355,645
122204,3040,385,705
122204,3648,475,885
122204,4860,655,1245
122204,5468,785,1505
122215,1624,235,385
122215,2030,275,465
122215,2436,315,545
122215,3046,405,725
122215,3654,515,945
122215,4060,585,1085
122215,4872,745,1405
122224,2436,345,545
122224,3046,435,725
122224,3654,545,945
122224,4060,615,1085
122224,4872,775,1405
194065,5468,785,1495
194065,4860,655,1235
194065,3648,475,875
194065,3040,385,695
194065,2936,355,635
194065,2632,305,535
194065,2430,285,495
194074,36,125,125
194074,30,95,95
194074,24,85,85
194074,5468,785,1495
194074,4860,655,1235
194074,3648,475,875
194074,3040,385,695
194074,2936,355,635
194074,2632,305,535
194074,2430,285,495
194148,40,145,145
194148,36,125,125
194148,30,95,95
194148,3629,395,645
194148,4030,425,705
194148,4836,515,885
194148,6048,695,1245
194148,6854,825,1505
194130,5468,875,1495
194130,4860,745,1235
194130,3648,565,875
194130,3040,475,695
194130,2936,445,635
194121,36,125,125
194121,30,95,95
194121,5468,805,1495
194121,4860,675,1235
194121,3648,495,875
194121,3040,405,695
194121,2936,375,635
194083,5468,785,1495
194083,4860,655,1235
194083,3648,475,875
194083,3040,385,695
194083,2936,355,635
194083,2632,305,535
194083,2430,285,495
194092,5468,785,1495
194092,4860,655,1235
194092,3648,475,875
194092,3040,385,695
194092,2936,355,635
194092,2632,305,535
194092,2430,285,495
194101,36,125,125
194101,30,95,95
194101,24,85,85
194101,5468,785,1495
194101,4860,655,1235
194101,3648,475,875
194101,3040,385,695
194101,2936,355,635
194101,2632,305,535
194101,2430,285,495
194155,36,125,125
194155,30,95,95
194155,4030,485,705
194155,4836,575,885
194155,6048,755,1245
194155,6854,885,1505
194110,5468,785,1495
194110,4860,655,1235
194110,3648,475,875
194110,3040,385,695
194110,2936,355,635
194110,2632,305,535
194110,2430,285,495
194162,40,145,145
194162,36,125,125
194162,30,95,95
194162,4030,485,705
194162,4836,575,885
194162,6048,755,1245
194162,6854,885,1505
194169,36,125,125
194169,30,95,95
194169,4030,485,705
194169,4836,575,885
194169,6048,755,1245
194169,6854,885,1505
194176,40,145,145
194176,30,95,95
194176,36,125,125
194181,40,145,145
194181,30,95,95
194181,36,125,125
194139,36,125,125
194139,30,95,95
194139,5468,805,1495
194139,4860,675,1235
194139,3648,495,875
194139,3040,405,695
194139,2936,375,635
160324,4860,655,1235
160324,3648,475,875
160324,3040,385,695
160324,2936,355,635
160324,2632,305,535
160324,2430,285,495
160324,20,75,75
160324,24,85,85
160324,30,95,95
160332,4860,655,1235
160332,3648,475,875
160332,3040,385,695
160332,2936,355,635
160332,2632,305,535
160332,2430,285,495
160332,20,75,75
160332,24,85,85
160332,30,95,95
24025,24,85,85
24025,30,95,95
24025,3226,325,575
24025,3629,375,675
24025,4030,405,735
24025,4836,495,915
24025,6048,675,1275
24025,6854,805,1535
24029,20,75,75
24029,24,85,85
24029,30,95,95
24029,3624,335,595
24029,4630,425,775
24029,5436,535,995
24029,6040,605,1135
24029,7248,765,1455
24031,20,75,75
24031,24,85,85
24031,30,95,95
24031,3024,305,535
24031,3226,325,575
24031,3629,375,675
24031,4030,405,735
24031,4836,495,915
24031,6048,675,1275
24031,6854,805,1535
24033,48,165,165
24033,40,145,145
24033,36,125,125
24033,30,95,95
24033,24,85,85
24033,4020,315,555
24033,4824,395,715
24033,6030,505,935
24033,7236,635,1195
24033,8040,725,1375
24033,9648,1025,1975
24035,30,95,95
24035,24,85,85
24035,3024,305,535
24035,3226,325,575
24035,3629,375,675
24035,4030,405,735
24035,4836,495,915
24035,6048,675,1275
24035,6854,805,1535
24037,3024,305,535
24037,3226,325,575
24037,3629,375,675
24037,4030,405,735
24037,4836,495,915
24037,6048,675,1275
24037,6854,805,1535
24039,3624,335,595
24039,4630,425,775
24039,5436,535,995
24039,6040,605,1135
24039,7248,765,1455
24041,20,75,75
24041,24,85,85
24041,30,95,95
24041,3024,305,535
24041,3226,325,575
24041,3629,375,675
24041,4030,405,735
24041,4836,495,915
24041,6048,675,1275
24041,6854,805,1535
24043,30,95,95
24043,24,85,85
24043,3024,305,535
24043,3226,325,575
24043,3629,375,675
24043,4030,405,735
24043,4836,495,915
24043,6048,675,1275
24043,6854,805,1535
24047,3624,335,595
24047,4630,425,775
24047,5436,535,995
24047,6040,605,1135
24047,7248,765,1455
24049,20,75,75
24049,24,85,85
24049,30,95,95
24049,3624,335,595
24049,4630,425,775
24049,5436,535,995
24049,6040,605,1135
24049,7248,765,1455
24051,30,95,95
24051,24,85,85
24051,20,75,75
24051,3024,305,535
24051,3226,325,575
24051,3629,375,675
24051,4030,405,735
24051,4836,495,915
24051,6048,675,1275
24051,6854,805,1535
24053,30,95,95
24053,24,85,85
24053,2424,285,495
24053,3030,355,635
24053,3636,415,755
24053,4040,475,875
24053,4848,585,1095
24053,6060,795,1515
24059,36,125,125
24059,30,95,95
24059,24,85,85
24059,3624,335,595
24059,4630,425,775
24059,5436,535,995
24059,6040,605,1135
24059,7248,765,1455
24061,30,95,95
24061,24,85,85
24061,3024,305,535
24061,3226,325,575
24061,3629,375,675
24061,4030,405,735
24061,4836,495,915
24061,6048,675,1275
24061,6854,805,1535
24064,36,125,125
24064,30,95,95
24064,24,85,85
24064,3624,335,595
24064,4630,425,775
24064,5436,535,995
24064,6040,605,1135
24064,7248,765,1455
24066,36,125,125
24066,30,95,95
24066,24,85,85
24066,3624,335,595
24066,4630,425,775
24066,5436,535,995
24066,6040,605,1135
24066,7248,765,1455
24068,30,95,95
24068,24,85,85
24068,3629,375,675
24068,4030,405,735
24068,4836,495,915
24068,6048,675,1275
24068,6854,805,1535
24070,24,85,85
24070,30,95,95
24070,2424,285,495
24070,3030,355,635
24070,3636,415,755
24070,4040,475,875
24070,4848,585,1095
164850,36,125,125
164850,30,95,95
164850,24,85,85
164850,20,75,75
164850,3624,355,595
164850,4630,445,775
164850,5436,555,995
164850,6040,625,1135
24072,24,85,85
24072,30,95,95
24072,3624,355,595
24072,4630,445,775
24072,5436,555,995
24072,6040,625,1135
24072,7248,785,1455
198873,3629,375,675
198873,4030,405,735
198873,4836,495,915
198873,6048,675,1275
198873,6854,805,1535
24074,24,85,85
24074,30,95,95
24074,36,125,125
24074,3624,335,595
24074,4630,425,775
24074,5436,535,995
24074,6040,605,1135
24074,7248,765,1455
24078,30,95,95
24078,24,85,85
24078,3024,305,535
24078,3226,325,575
24078,3629,375,675
24078,4030,405,735
24078,4836,495,915
24078,6048,675,1275
24078,6854,805,1535
204794,36,125,125
204794,30,95,95
204794,24,85,85
204794,3624,335,595
204794,4630,425,775
204794,5436,535,995
204794,6040,605,1135
204794,7248,765,1455
164862,36,125,125
164862,30,95,95
164862,24,85,85
164862,20,75,75
164862,3024,305,535
164862,3226,325,575
164862,3629,375,675
164862,4030,405,735
164862,4836,495,915
164862,6048,675,1275
198863,3624,335,595
198863,4630,425,775
198863,5436,535,995
198863,6040,605,1135
198863,7248,765,1455
24084,30,95,95
24084,24,85,85
24084,3024,305,535
24084,3226,325,575
24084,3629,375,675
24084,4030,405,735
24084,4836,495,915
24084,6048,675,1275
24084,6854,805,1535
29914,1620,215,355
29914,2024,245,415
29914,2430,285,495
29914,2632,305,535
29914,2936,355,635
29914,3040,385,695
29914,3648,475,875
29914,4860,655,1235
29914,5468,785,1495
126089,1620,215,355
126089,2024,245,415
126089,2430,285,495
126089,2632,305,535
126089,2936,355,635
126089,3040,385,695
126089,3648,475,875
126089,4860,655,1235
126089,5468,785,1495
126219,2016,215,355
126219,2420,245,415
126219,3024,285,495
126219,3226,305,535
126219,3629,355,635
126219,4030,385,695
126219,4836,475,875
126219,6048,655,1235
126219,6854,785,1495
126208,2016,215,355
126208,2420,245,415
126208,3024,285,495
126208,3226,305,535
126208,3629,355,635
126208,4030,385,695
126208,4836,475,875
126208,6048,655,1235
126208,6854,785,1495
29916,2016,215,355
29916,2420,245,415
29916,3024,285,495
29916,3226,305,535
29916,3629,355,635
29916,4030,385,695
29916,4836,475,875
29916,6048,655,1235
29916,6854,785,1495
126109,1620,215,355
126109,2024,245,415
126109,2430,285,495
126109,2632,305,535
126109,2936,355,635
126109,3040,385,695
126109,3648,475,875
126109,4860,655,1235
126109,5468,785,1495
126164,2016,215,355
126164,2420,245,415
126164,3024,285,495
126164,3226,305,535
126164,3629,355,635
126164,4030,385,695
126164,4836,475,875
126164,6048,655,1235
126164,6854,785,1495
126175,2016,215,355
126175,2420,245,415
126175,3024,285,495
126175,3226,305,535
126175,3629,355,635
126175,4030,385,695
126175,4836,475,875
126175,6048,655,1235
126175,6854,785,1495
126186,2016,215,355
126186,2420,245,415
126186,3024,285,495
126186,3226,305,535
126186,3629,355,635
126186,4030,385,695
126186,4836,475,875
126186,6048,655,1235
126186,6854,785,1495
126285,2020,245,405
126285,2424,265,445
126285,3030,335,585
126285,3636,395,705
126285,4040,455,825
126285,4848,565,1045
126285,6060,775,1465
126230,2016,215,355
126230,2420,245,415
126230,3024,285,495
126230,3226,305,535
126230,3629,355,635
126230,4030,385,695
126230,4836,475,875
126230,6048,655,1235
126230,6854,785,1495
29918,2016,215,355
29918,2420,245,415
29918,3024,285,495
29918,3226,305,535
29918,3629,355,635
29918,4030,385,695
29918,4836,475,875
29918,6048,655,1235
29918,6854,785,1495
29920,2016,215,355
29920,2420,245,415
29920,3024,285,495
29920,3226,305,535
29920,3629,355,635
29920,4030,385,695
29920,4836,475,875
29920,6048,655,1235
29920,6854,785,1495
126294,2020,245,405
126294,2424,265,445
126294,3030,335,585
126294,3636,395,705
126294,4040,455,825
126294,4848,565,1045
126294,6060,775,1465
126120,1620,215,355
126120,2024,245,415
126120,2430,285,495
126120,2632,305,535
126120,2936,355,635
126120,3040,385,695
126120,3648,475,875
126120,4860,655,1235
126120,5468,785,1495
126241,2016,215,355
126241,2420,245,415
126241,3024,285,495
126241,3226,305,535
126241,3629,355,635
126241,4030,385,695
126241,4836,475,875
126241,6048,655,1235
126241,6854,785,1495
29922,2016,215,355
29922,2420,245,415
29922,3024,285,495
29922,3226,305,535
29922,3629,355,635
29922,4030,385,695
29922,4836,475,875
29922,6048,655,1235
29922,6854,785,1495
29924,2416,235,395
29924,3020,275,475
29924,3624,315,555
29924,4630,405,735
29924,5436,515,955
29924,6040,585,1095
29924,7248,745,1415
126263,2016,215,355
126263,2420,245,415
126263,3024,285,495
126263,3226,305,535
126263,3629,355,635
126263,4030,385,695
126263,4836,475,875
126263,6048,655,1235
126263,6854,785,1495
126252,2016,215,355
126252,2420,245,415
126252,3024,285,495
126252,3226,305,535
126252,3629,355,635
126252,4030,385,695
126252,4836,475,875
126252,6048,655,1235
126252,6854,785,1495
126131,1620,215,355
126131,2024,245,415
126131,2430,285,495
126131,2632,305,535
126131,2936,355,635
126131,3040,385,695
126131,3648,475,875
126131,4860,655,1235
126131,5468,785,1495
126197,2016,215,355
126197,2420,245,415
126197,3024,285,495
126197,3226,305,535
126197,3629,355,635
126197,4030,385,695
126197,4836,475,875
126197,6048,655,1235
126197,6854,785,1495
126153,1620,215,355
126153,2024,245,415
126153,2430,285,495
126153,2632,305,535
